date,EURUSD,GOLD,HYG,LQD,QQQ,SPY,US10Y_YIELD,US2Y_YIELD,US30Y_YIELD,USDJPY
2025-05-12,-0.028014336416100412,-0.3764894601946705,0.3019728600154007,0.5123443837992102,0.3287430804148403,0.049708436119731636,-0.15271876426485514,0.25305672175005084,0.2515767990861878,-0.18547911667414851
2025-05-13,0.9184351949801186,1.020301633490167,-0.5757024704615211,-0.2831261280205615,-0.22468196715111893,-0.6644306113474704,1.3197805476269553,-1.4371276198596108,-0.2623713286458393,0.6583981557477223
2025-05-14,-0.7940044013325039,-0.7636829944107295,0.2739498375858323,0.38346595692153285,0.08065067066396829,0.5847692292962747,-0.734239340281336,0.7429776881552763,0.4454956599084083,-0.43212612778423615
2025-05-15,0.2963228292820662,0.00434915312767915,-0.304104175885791,0.24393081930183716,0.4977203915352744,-0.397786205542027,-0.14741641421673582,0.035405335040347964,-0.05774164684919885,-0.074832593486678
2025-05-16,0.40858942408403237,0.26187807428815346,0.5250063578141317,0.3572224358111506,-0.05944477277134509,0.35036559229592096,0.37714507360440314,-0.3334459641005188,0.040404233948508,0.3821768330658697
2025-05-19,-0.7263062925134522,-0.003849987685544057,-0.3890184920455391,-0.9062614416368355,-0.2212106099772956,-0.4044729880263686,0.35604064150619835,-0.6250573184934876,-0.22259990130592597,-1.0678188764628984
2025-05-20,1.2017851066059555,0.5716625673187348,-0.7670664560481284,-1.1491727991414455,0.08929875460333617,-0.5571031533067401,0.6226897314518081,-0.7497706171867162,-0.18258434798042816,1.2135124764101735
2025-05-21,1.3198685043891591,1.2423969612015529,-1.3386951003449323,-2.135082438775327,-1.288375206599598,-1.410157425496072,1.272180310280102,-1.4865228229560519,-0.5475329172904589,0.7148882461877848
2025-05-22,0.4699849590677805,1.4442994670682037,-1.3456209088897932,-1.6037071740396283,-0.9043615478162074,-1.2432035174306073,1.5269371288052376,-1.4674529233397235,-0.6443673687225019,0.9164156644042577
2025-05-23,0.6850365518294412,0.6096573472549031,-0.3523620222992061,-0.6132825909666338,-0.565552016439424,-1.0878209131548886,0.7487307836475181,-0.765584218326285,-0.24468511755392372,0.4466258087742007
2025-05-26,-0.193524295803782,-0.4010321570245815,-1.0531827674815826,-0.5067229080039711,-1.696273000800007,-1.2664313278944996,-0.291190562135883,-0.49449360439896173,-0.18757454327743212,-1.2951760164918529
2025-05-27,-0.21474863705290625,-0.27445714365055385,1.0686175834383012,1.0400112534605281,0.6004155084797543,0.7004557849269205,-0.25830504215928574,0.6514400725156078,0.13514521152819006,0.2652789613213274
2025-05-28,-1.7989549730968049,-1.5023585574244334,0.814613219318709,2.0875300364430633,0.6567348769814242,0.7258480783560464,-1.7254737672608322,1.4771346866851178,0.5884936879340302,-1.399922932690953
2025-05-29,-1.3151055933023112,-1.2475774041358367,0.7968115360855522,1.2989222410866765,1.0684873564228325,1.2538436586577508,-1.2956694858495401,1.2052044645389526,0.5719400208032575,-1.0787128387616869
2025-05-30,-0.17480105745112887,0.038670312994800546,-0.05223293657617268,0.04047298552930709,0.47150057720535365,0.2145060450590932,-0.22115705525118642,0.41096293201569384,0.11903490371900101,0.4306138994239866
2025-06-02,0.2289190076519152,0.6093578184779264,-0.5221247111499941,0.3354502684672308,0.19411447042135047,-0.01439950779323174,0.5186553220661557,-0.09100075832844592,-0.15822984456603484,1.1175100700861411
2025-06-03,-0.4235137300584094,-0.17672061700633893,-0.25153306997392283,-0.08014610207692713,-0.024157952595712445,-0.29665721301335396,0.05886503051153992,-0.20286154083595856,-0.07415490882102685,-0.6411134116775979
2025-06-04,-0.9334556286162249,-0.6259752146334305,0.9819123689050198,0.6845275953004573,0.18020470226943006,0.22501135408917824,-0.6218852952023218,0.4479250246499067,0.19249778164390774,-0.9146946670794391
2025-06-05,0.24174335973185285,-0.10545553017176194,0.7165979524362098,1.337825185934403,0.35501569133872185,0.5182894746232161,-0.35456269190225004,0.5591195607054954,0.14777044489859595,0.44944619282489495
2025-06-06,-0.768974020305402,-0.2893183145771346,0.05723618043957251,0.6465925743827008,0.0418574416499907,0.36610680932289974,-0.49913640613427157,0.37903518057566593,0.16322349392053498,-0.5371415927437139
2025-06-09,1.278892294919973,1.2504176713756767,-1.046177736415155,-1.2848059944166805,-0.8895383301272476,-1.1976629351024652,1.3146165443130955,-1.1437195090902676,-0.48265656239635785,1.088145247469135
2025-06-10,1.3452438611457551,0.6690321922961916,-0.4851696338185174,-0.18348932091311837,0.33419115470424804,0.16895432601696306,1.0494629770953863,-0.5098741553754297,-0.3354734592816762,1.584836910513334
2025-06-11,-0.3569261159792472,0.4047962130912688,-0.5085185820896226,-1.5495877988946962,-0.17721232290447742,-0.6136117567420131,0.3900157431981935,-0.5256450879170793,-0.16655731930440648,-0.3320904746297286
2025-06-12,-1.0683904897083687,-0.34540591531165976,-0.03363717336744948,-0.48989032337224553,-0.4083125156488217,-0.08225073128363952,-0.3129167078149602,0.04950963469120194,-0.03714395910184872,-0.7558002372699164
2025-06-13,-1.4340329763589077,-0.8855832989287326,1.0258615958973998,1.146349076059129,0.38610567533143053,0.7243781228525967,-0.9123152804371994,0.7213410888300152,-0.06640358194682719,-1.0342891159707002
2025-06-16,-1.2062137695332833,-0.7995251902507707,0.40739949585375695,0.5195891643635384,0.9272191966406331,0.6148127485470508,-0.7996855370892023,0.6693436027239279,-0.05089115400202258,-0.8430476489813409
2025-06-17,-0.015733532308050496,0.3254902920845971,-0.2943366784605067,-1.0568903377403318,-0.6902192823497872,-1.2719771311183508,0.5039257299451033,-0.8773964438020595,-0.012280406713228342,-0.837661236956741
2025-06-18,-0.9211385592649372,-0.3229262587002591,0.3705366886859507,0.4741829329160148,-0.745301125708298,0.3329538229279641,-0.06336504356423718,-0.06315598313716789,-0.042406321892934494,-0.8656662279559286
2025-06-19,1.442869776538991,1.5775723509513004,-1.39032615486577,-1.3799292799926588,-1.3370485717702754,-1.0463178008319012,1.5164224182453163,-1.4165162971929521,0.11373872786163552,1.0189978625966998
2025-06-20,-1.533932249806342,-0.8812420958282313,0.4675512231463255,0.2426458633446303,-0.12332096332414132,0.33489027652104697,-0.8580693616156144,0.614726850076455,-0.07606938511323119,-0.9442708211879224
2025-06-23,0.872465990120117,0.7889615424602162,-0.9894627582487728,-1.021864550844401,-0.5905657469608326,-0.34865613317700533,0.75495300977984,-0.7397597048028839,0.06373592079321701,0.7256035132432519
2025-06-24,2.0304514344977878,2.0513363301459804,-3.0188111956908434,-2.1345046593565167,-2.4942274102306117,-2.5393756372396004,1.910625329881891,-2.418587430452572,0.16004003596584798,0.5849174435702407
2025-06-25,-1.735086362626468,-2.1289984096585823,2.490658855083555,2.5052123692125607,2.27570690863988,2.00996308202663,-1.7288795222241495,2.0646842540624997,-0.05365348769555162,-0.26808553903193993
2025-06-26,-0.5841690209253811,-0.5643831803528484,0.14777484480317227,-0.14686049910286705,0.26772321830694445,0.21373919614468567,-0.667347960945761,0.4291848811745452,-0.05928330517354856,-0.7417467781903635
2025-06-27,0.6472862665693939,0.6567844884925104,-0.26783805115771847,-0.37786869368992276,-0.4425951139161299,-0.5095723683116224,0.7198048966591498,-0.5835243057579709,0.05015755849382687,0.35810350194614876
2025-06-30,0.08372748311548453,0.07802129599710836,-0.4392791768956893,-0.1762836513950689,0.12066763252773281,-0.3363270684806223,0.10459741030438224,-0.23427070275121745,0.013175223950338794,-0.2715459180179923
2025-07-01,0.28651065143927684,0.06611206342294215,0.5929489755187742,-0.2505829110315483,-0.0510927181757958,-0.29979338115217835,0.013458111965456158,0.06797132096336242,0.002939511671471252,0.3029479540700933
2025-07-02,-0.4263913475882939,-0.48233620393211896,0.35758892970522377,0.4733192012537649,0.05812731437166545,0.26958400427517465,-0.7512442170945475,0.6477138063172578,-0.05527585360322382,-0.23027862323777123
2025-07-03,0.3128111393123375,-0.02999336909485137,0.4701248311984147,-0.07176047052628759,-0.7416100855503771,-0.3090401410987402,-0.044727812576495024,-0.08219122768704172,-0.019566471344654775,0.21108946971697587
2025-07-04,-0.9042466807972859,-0.31281604331171775,0.1942430484745465,0.09629387940433876,-0.6036175088363391,-0.3639680058259879,-0.7176363300841885,0.07962661973284546,-0.08536552916229673,-0.7577387771149872
2025-07-07,-1.1814501734633156,-0.9891170344305683,0.2633568433165254,1.240999961692975,1.5790240095032275,1.4785409619044467,-0.04059437570957692,1.2717017700065107,-0.0338224375006256,-0.20525338598184814
2025-07-08,0.017504935017442897,-0.00423913371700855,0.08809713615562016,0.16159709827446833,-0.00016802910016191925,-0.4434793300691975,-0.038040616514339404,-0.13325769521891404,-0.031687704502562364,-0.42345685106746445
2025-07-09,-0.08568104958809607,0.11166388667904072,0.14679019320349027,0.09543614860741138,-0.12452680650421433,-0.37715674751536915,0.03220102446431429,-0.07592048518482186,0.026830204676672163,0.3499920536940294
2025-07-10,0.7988609723184869,0.36713915923554347,-0.41376063160025667,0.18353101370396352,-0.09739882171562841,-0.22941250464660295,0.11898976782395869,-0.16455473830980058,0.09922542830529114,1.2927845818275214
2025-07-11,-0.23643311593554414,0.25540997588588826,-0.3644501885035244,-0.07081549193887374,-1.0962073086650077,-1.257062667938009,-0.11507990567112798,-0.41254995217666923,-0.09590804225795388,-1.0079893844478398
2025-07-14,-0.5355654635789924,-0.2612191618063634,0.20300157180354828,0.519271508227934,0.2040210042381343,-0.22072884792562739,-0.08284074910394518,0.15254691549922125,-0.06901044207654405,-0.8447190487366194
2025-07-15,-0.04507159311929926,0.12736204727109085,0.0055751510936196255,-0.157619559941573,0.10993065782384008,0.2299742288752246,-0.007563653888054873,0.05063993554879413,-0.006300776836150029,0.03222312821648999
2025-07-16,1.3827184513668054,1.3390189116922095,-0.7699218212031828,-0.692870380959137,-1.294875942418013,-1.4890686542090905,0.0900551507313063,-1.0125901322529542,0.07506489789636969,1.0111530826719148
2025-07-17,-0.9084304596964573,-0.12226179768291377,-0.28342826068309074,0.6737907111078408,0.5335467318794265,0.5439079278661425,-0.048118795043950134,0.4935816074041272,-0.04009986242314126,-0.6494785825632226
2025-07-18,-0.7115504622563418,-0.9209113240208219,0.7472042829349629,0.1927502097537818,1.4266054225384912,1.0685795011994834,0.017833422601661028,0.8023364807423544,0.014863530747417402,0.03967076697975153
2025-07-21,-1.4486285616538968,-1.2015361896774435,0.855910886036494,0.710234496156879,1.347187878733603,1.476317541342659,-0.04810731917558217,1.267396338940192,-0.040085820919846485,-0.5225535492168566
2025-07-22,0.1671158930759944,0.2764818882015261,-0.3516991770760171,0.32463070198513194,-0.7308027152154978,-0.40365809295725186,-0.06317753164950514,-0.20923580492691668,-0.05262917223953103,-0.3306040174706233
2025-07-23,0.1885976326739852,0.40271009116481676,-0.17337028930240725,0.2731655333011605,-0.7699871867731395,-0.8485434179087417,-0.02874183322546158,-0.4164328560885418,-0.023940380699029703,-0.15653130580136168
2025-07-24,1.8344565076595258,1.5884765102467158,-0.3335754872036437,-1.2538084368930076,-0.7137300035456204,-0.9086778242393673,0.14528152674228412,-1.1204958378414007,0.1211365731315333,1.619109212185937
2025-07-25,0.09830909567506403,-0.30284374736142144,0.21670662700919097,-0.21780069400373916,-0.3107297111921825,0.07110450368826056,-0.03835065483039873,-0.1295314637225019,-0.0319704603939723,-0.43593487662700364
2025-07-28,-2.08211169980901,-1.9496742399834917,1.594877426068801,1.584211048188283,1.3062954221953444,1.504018331063463,-0.21934214763483711,1.8780688413936777,-0.18271422530702314,-1.3817658035823213
2025-07-29,0.1448422639861728,0.1440215490539924,-0.2428709716946134,-0.18570532878335533,0.13629384888480248,-0.14888993985934518,0.08212022749335798,-0.15967435668419722,0.06844448232688043,0.5328064224966924
2025-07-30,1.3934396428888896,1.6888766251091225,-1.9350866726814722,-1.4913041211983487,-1.9750898571573514,-1.8154251904222176,0.12240763676893002,-1.8529866863596982,0.10209657503597074,0.249002412213535
2025-07-31,1.0018660397102899,1.039967852601487,-0.9922116884010448,-1.005509461789056,-0.7700018978289628,-0.5526021679497445,0.20779892508332257,-1.0747141113411813,0.17353901108438424,0.9030168326030125
2025-08-01,-0.2605329851077498,-0.323472588219565,0.5760701006128914,0.2435825360616358,0.6069850091430362,0.3981500096321797,0.016922567174851615,0.2911375569443999,0.014133480720413785,0.11272628872976276
2025-08-04,-0.013388470410030143,0.10574255681177974,0.41481852292446897,0.6193256620442864,0.17067364999015183,0.16414802702615536,0.030375171040883553,0.3715383356700128,0.025372101100020316,0.9392290417707385
2025-08-05,0.16249475051227763,0.6085387425184785,-0.5954500222026805,0.33797548869868066,-0.9767962976314841,-0.6296789796997354,0.0015971486420594402,-0.680928427507368,0.0013340607016442882,-0.5193211487253366
2025-08-06,1.9407040179712847,1.5843123993183708,-0.9843922984307765,-1.103000451556354,-0.490562156568817,-0.870371127057311,0.26328152794793497,-1.5371083040746385,0.22030509989158473,1.2759325797777412
2025-08-07,-0.4403113004766398,-0.1506049786327024,0.8596870453169114,0.4764654093635644,0.724177889679389,0.6137432340035444,0.006339151606137953,0.336050552064712,0.005304214401060807,0.14235941950975722
2025-08-08,0.6946943502217751,0.862986753834818,-0.6654152665778805,-0.1757177882189566,-0.4005167599634297,-0.08930207748063075,0.19339573350702077,-0.6099955011179762,0.16197886790970278,1.0449415935101523
2025-08-11,0.4722734874788156,1.3047873695326841,-0.9641710101976496,0.2234589243004934,-0.7322081364437625,-1.0985417080745852,0.17261475857738276,-1.0101089041353644,0.14467249716735234,0.7345904194605652
2025-08-12,1.5871744331871769,1.3637766260321271,-1.6946005582507777,-1.2742846087031479,-1.9456586346199236,-1.7884638566114792,0.2582897197375272,-1.6399104841602663,0.21673365981071657,0.9716606693168695
2025-08-13,-0.3183109216918506,-0.7107534577238712,-0.49378339688937106,-0.7249646317213057,-0.45214857109430506,-0.33738293017342014,-0.20456599881210125,-0.36759225658593947,-0.17155373212194264,-2.0368402716776024
2025-08-14,-0.6783916950058897,-0.6667388902414697,0.38772006401375575,0.6645590077585619,0.5290172795919821,1.1174202562031395,-0.0796116731514248,0.6905001429827567,-0.06674091448659579,-0.27840634898870414
2025-08-15,0.4889686047002409,0.531350759131106,-0.6790153810716658,-0.44762128238502885,-0.3804843909657625,-0.4539153001180785,0.13807174913717973,-0.42133643453012165,0.11581428044242985,0.5428374961188734
2025-08-18,-0.8604791616721621,-0.8734017416909742,0.7491091653983167,0.733869766796744,0.3573526411714469,0.5337220131931312,-0.17434922155034285,0.8610692206151273,-0.1461688503841379,-0.6568348690557242
2025-08-19,1.3705303674172569,1.110987820354128,-1.4376813156254646,-1.4331647195300368,-0.8776845946317188,-1.01002174972471,0.1966695059025329,-1.3179554153936561,0.16502266440655194,0.2882570774187917
2025-08-20,-0.4373683667872268,-0.7975098441885641,0.3288020426144217,0.6759839325960486,0.9966603506290148,0.7191554960820072,-0.024143929544938297,0.7621742916181207,-0.02025532391615457,-0.08949978341886897
2025-08-21,-0.7228936353002188,-0.4950973140713411,-0.27744650684074257,0.3000368879364808,-0.016175086014670003,0.16410252226141397,-0.13118739178750619,0.3063422626713012,-0.11001522312125799,-0.44395522595328696
2025-08-22,-2.780199257653384,-3.1121289437542323,2.9380908374890753,3.0870081002453778,2.8415302863521257,2.8275873184505085,-0.40985703957139624,2.994223335424289,-0.3437278119387479,-1.7275047819225018
2025-08-25,0.007262837382993738,0.20226082325797506,-0.03074422316824743,0.059012674585487805,-0.002647125511563107,-0.4564761401548001,0.02329397357833528,-0.1125925165623106,0.01953703632960007,-0.09047951857913554
2025-08-26,0.07030240326708471,0.061627105808685155,-0.1390428522324344,-0.29869999703549033,-0.15931044782392956,-0.02702847210407712,-0.005561514145848695,-0.13965776919009512,-0.004664385120143331,-0.08746068975795733
2025-08-27,-0.9104159303746773,-0.7544291908314589,1.2431713534201256,1.3672487329010239,0.9878346313099343,0.8429446022159633,-0.20985927823738254,1.1748090269452292,-0.17593191325669835,-0.3145197975881783
2025-08-28,-0.17843246009668634,0.22258454106726372,-0.12826982890022456,-0.11341924701654452,-0.21529775489857048,-0.13425692504802647,-0.019136658073801573,-0.2911394797428548,-0.01604215666619061,-0.5675057687085235
2025-08-29,0.4386983167449282,0.4756225065121685,-0.1552330250752171,-0.34559046565011264,-0.533627494219789,-0.5827234707916674,0.11189877023844852,-0.5579693780657382,0.09385100289922585,0.30096422748108054
2025-09-01,-0.6923241747516962,0.0039833323339237454,0.12628524775914507,-0.21256870584327306,-0.0391344886154329,0.159235229339704,-0.11293834452621171,0.03715021030469497,-0.09469541169260962,-0.5614006804307871
2025-09-02,-0.9469788796485438,-0.7343463999543162,0.44485362388635485,0.8278218286966714,0.5950919402083932,0.9107356618561473,-0.2528891787528046,0.7930278493424278,-0.21196143784219876,-1.102629775129734
2025-09-03,0.07966417374344172,0.07398219957022696,0.021601716873029777,-0.3418058126258243,-0.15721299895068594,-0.11555972071866184,-0.025732191282311353,-0.14927836289493618,-0.021566686465265533,-0.20792998450661837
2025-09-04,0.20697322846442687,-0.21548505154019237,0.5690689916552373,0.324117865392688,0.411983851428526,0.4646817708320979,-0.03094279342390256,0.5342609460143698,-0.025932103153931876,0.5232745129319172
2025-09-05,-0.5534115597789023,-0.3814864300880769,0.3722992441945284,0.31575545755553797,0.14167737260989843,0.0976691937470536,-0.21307115800553034,0.23567694704303985,-0.1785085507797893,-1.2626590185968438
2025-09-08,0.45528898257903705,0.11451941649927658,-0.37258690230526886,-0.3381546723211136,-0.179210663064344,-0.3755783693577438,-0.0008715812777352076,-0.33191560368731693,-0.0007302493398281242,-0.5549958656745247
2025-09-09,0.20043630764058562,0.03125898392358456,0.38868418970981805,0.4348541874951006,0.08792606841894669,0.1323088986530574,0.06041809437056322,0.27762360587920315,0.05063517853562427,1.1543458559376099
2025-09-10,-0.2586350422065669,-0.4195468632407369,0.12052264830552278,-0.08008971852186539,-0.03768036475452426,-0.14720737356580352,-0.1894191201070215,0.2909530306784375,-0.15870143602631306,-1.0094753637977298
2025-09-11,-0.10951368269969168,-0.13658568669452456,0.038152852578708284,-0.011567635437717513,0.18555049351092426,0.2633601018933677,-0.03730254692647587,0.15295999494446033,-0.03125190418011621,-0.23492742148579415
2025-09-12,-2.0635425636731664,-1.8761269081683756,1.3997690161138876,1.60306624872156,1.6407273936283149,1.8475623374436798,-0.4767101684761291,2.048851590846993,-0.3995641174215871,-1.8542352021930488
2025-09-15,0.5437695965081849,0.3447619349243767,-0.6680612182498171,-0.44847741919818046,-0.2390200201576066,-0.22076183362780677,0.09213617275292135,-0.3571598548474202,0.07726662199288094,0.04722667518931853
2025-09-16,-0.30377386466742534,-0.5262855277973475,0.0037388965411926083,0.12396153125219837,0.2647089036423061,0.21033068528275514,-0.23894602371301546,0.2807813025960827,-0.20033102320722201,-1.3622155584494473
2025-09-17,0.29760122984611026,0.12095683463528681,-0.2472354489161983,-0.2601821543783914,-0.14957363983205016,-0.1820542711876895,0.04966486255878306,-0.25252438185054776,0.041652567304667765,-0.0037403884276610987
2025-09-18,-0.0828088408137804,0.06554651687861299,-0.24370127725713767,-0.127949635793664,-0.43701345933816294,-0.46323469067451933,-0.024467551429468864,-0.2669300805727072,-0.020521417551021246,-0.6248354163520997
2025-09-19,-0.2619453457595409,-0.2673294652941218,0.05802014997662736,0.10918913206089371,0.15993844033379379,0.12967247399827853,-0.15416499462653085,0.1280837894665302,-0.12927562610800103,-0.8365092221080661
2025-09-22,-0.44785935634036556,-0.12316945351811344,0.003716726520001273,0.22206450681114134,0.15302483603680794,0.11265337486932059,-0.08664819996510488,0.32239243690216274,-0.07265283666105103,-0.2031722419230061
2025-09-23,0.04080948574841956,-0.45193718659140936,0.5595540640229305,0.7281165255402626,-0.009103255785220452,0.40587121423380307,-0.04438266764251321,0.25779817332996313,-0.03721469128457075,0.056975354486417794
2025-09-24,-0.1431542694383582,0.09968918254964254,-0.09984032730530217,-0.39706297729385925,0.1499107186582699,0.33415934384368423,0.03744268713824306,-0.11127895633991423,0.031404446591751095,0.05645349854701829
2025-09-25,-0.14283505983354242,-0.1259872323592491,0.3055874328458392,0.48550147288976186,0.03871829914494013,0.30437190990203467,-0.0006326774026078565,0.2276257190938083,-0.0005307199610192882,0.2777881070830646
2025-09-26,-0.0364328244403697,0.0014156251671233995,-0.14933068668118454,0.033163090730691056,-0.6189848697354715,-0.3830753825881119,-0.1138353147825604,-0.15717870812000864,-0.09547885958489759,-0.8736475809184787
2025-09-29,-0.21653605481550242,-0.23741078868225046,-0.38014367279083144,0.4450024300277555,0.013764459692147917,0.03356163571471595,-0.08997422246333725,0.1359153218574876,-0.0754608531987455,-0.6228343402256733
2025-09-30,0.5869079813898291,0.20862432291793445,-0.5644780942785934,-0.3786943806782453,-0.3675776657520225,-0.26468745618616507,0.09786851337756947,-0.3059160252641276,0.08212356171570254,0.4083059025805245
2025-10-01,-0.1990366108701602,0.011461292927335305,0.24690561424989949,0.2738027153833971,0.17758194935598748,0.24250161439338125,0.066746319885813,0.13727470453899224,0.05602908338574952,0.49939679130614445
2025-10-02,0.3406676154798396,0.30686139653756395,-0.1065043025424561,-0.01712842195923255,-0.45741373436162036,-0.38284280695509315,0.1520451555994428,-0.2154441391636113,0.1277186469636551,0.7195290375341534
2025-10-03,-0.3051253326453446,-0.17952889859690488,-0.2202314129467218,-0.1060819216617466,0.02415000667226968,0.07721623706838372,-0.05495321300129376,0.05502344310646335,-0.04615957881041396,-0.28190055167278244
2025-10-06,-1.6267444550830397,-1.5905829025732348,1.0734318655140345,1.0978468170193283,0.9169954137302341,1.0049416737849766,-0.565237954677612,1.382325889383768,-0.4752870565935129,-1.884465908521815
2025-10-07,0.20378290137731317,0.17587943000453748,-0.24523440354565637,-0.28033948444655477,-0.08427088452194531,0.26040868053598726,0.051149541176165554,-0.0893868456506163,0.04302392270379766,0.2881894354642499
2025-10-08,-0.269402537018704,0.09107462219027404,0.03504793012403538,-0.28173973862014345,-0.32564630021243257,-0.42388839635075565,-0.022677561550568385,-0.22894307487983884,-0.01907653920980815,-0.5026422455068168
2025-10-09,-0.7616609116838728,-0.5429951072793266,0.5194006700056315,0.3217596433014377,0.27068448407069723,0.3507683382186511,-0.31757641509590556,0.4492326070425147,-0.26713476378356327,-1.1163413705186378
2025-10-10,-0.5714784519136394,-0.32846825611166075,0.08980182830438643,0.3842391003661618,0.38863446484066383,0.36717759604038824,-0.16308537536066625,0.43270684939621284,-0.13716400727639602,-0.4008348992847803
2025-10-13,0.42842782458988654,0.5899844549167552,-0.8356515052004678,-0.7521944593166482,-0.04723009934391793,-0.43827520939302034,0.21627783317604163,-0.5953072847623704,0.1821189502091883,0.20705343601363838
2025-10-14,-1.1677888754835175,-1.0066905570895757,0.9136530086416714,0.4168170653372714,0.8271414078890261,0.7718504157932398,-0.4248553999931084,0.8564093772956534,-0.357847320354782,-0.9613292774966444
2025-10-15,-0.8763149731442214,-0.46605718231640686,0.500066234353094,0.3193078116481509,0.621949048482316,0.6750972064878649,-0.2850390788504258,0.5902667562917502,-0.24006153849604767,-0.6171761619217364
2025-10-16,-0.4793767682452108,-0.17355653537481044,-0.10205611226037493,0.043071657968987966,-0.16982496772732342,-0.21537513004524694,-0.1914212270804911,0.10136993202844603,-0.16119659951984971,-0.8071966466443132
2025-10-17,-1.8112576949538615,-1.4355131136887969,1.24021159156304,0.9846819926040085,1.5315389849585876,1.6340847423940479,-0.5501022502021308,1.4427073064017275,-0.4637217882991969,-1.3102030490793894
2025-10-20,0.20276748069927153,0.17203535865164002,0.2350046386454672,0.2104347087059384,0.09793111320720603,0.0007503819800764543,0.11738513002967592,-0.04161936551284377,0.09903024385822974,0.5162399471572606
2025-10-21,0.24633264700552246,-0.30206835676929433,0.13551037763921844,0.43712515067098756,-0.3222951835324242,-0.3484749213061752,-0.2845328297720421,0.33169229216335516,-0.2400201677304348,-0.34377652257563784
2025-10-22,-2.1524653084804957,-1.8922669424712042,1.6266118401938563,1.683331094488604,1.9140615977105275,1.6780260016228925,-0.650232732969323,1.8020522276683257,-0.549470523238876,-1.4942132342802565
2025-10-23,-0.02825755508767807,-0.09046736365210738,0.03228676887870199,-0.27158613864427195,-0.09322879926456734,0.0411384920903746,-0.06666459057448544,-0.015229580902624261,-0.05634106697169799,-0.2259592448089176
2025-10-24,-0.38176622485432343,-0.4691688674142407,0.39621560651078747,0.3444638470308089,0.323814901570334,0.33171994385619324,-0.2520820492840498,0.40356887322350404,-0.21302380889574032,-0.4253155254936237
2025-10-27,0.07164022479316802,0.04079294557645011,-0.07640513234679187,0.10586067866118909,0.01344537525368946,0.14127428766307293,0.13543715702841236,-0.11456173427823474,0.11456460005856146,0.3473211814343279
2025-10-28,-0.7731453211842995,-0.5945820543333815,0.5997190074791187,0.42081771736748363,0.6123066373760492,0.39815094577026655,-0.374981481700295,0.6641262377944778,-0.31719998266840144,-0.6675355041768845
2025-10-29,-0.7562584845719433,-0.05148509793059497,0.15628999734965054,0.23509349422881684,-0.06201157476138215,0.16177317164508304,-0.08644695252264956,0.06741551748113524,-0.07313509621091344,-0.41394998238458725
2025-10-30,-0.8432276335450615,-1.1314196781474073,1.1478219449739284,1.054300069852515,0.76953835150293,0.546175862686569,-0.6197389844620872,1.022021493296331,-0.5247886187675207,-1.0630025544472521
2025-10-31,0.40273393771958294,0.8140532732382257,-0.4705449346166252,-0.6587713723936875,-0.13147754697133426,-0.31259627371984144,0.42911510730974745,-0.4332323595976547,0.3646680741819229,0.8259575572124562
2025-11-03,-0.09503398939397821,0.02526577856536349,0.4638298181339397,0.21246159371553863,-0.09549317088656004,0.03370767282741808,0.04159239804747787,0.04718835128490974,0.0353634687554528,0.18566880111089823
2025-11-04,0.19915331158345606,0.4557358039093366,-0.5165375790223238,-0.5437590337707202,-0.42248950912577354,-0.8772114750474636,0.2004434845076021,-0.32793421018161717,0.1706378405117173,0.07604013723794692
2025-11-05,-0.218415383465147,0.21589689060075504,-0.5330816812757584,-0.15434852097640037,-0.5152131387328578,-0.7698946333472919,-0.034890079791825034,-0.31979273467104113,-0.02970760965465561,-0.6827284220397732
2025-11-06,0.2693170178589707,0.3628710024492008,-0.13998015085822532,-0.49616807806084634,-0.4020805674839406,-0.309300608437342,0.14115270118075265,-0.33665766078759957,0.12029446260513488,0.11698193910943408
2025-11-07,-0.07593360528081096,0.21120175038650835,0.23035152976219522,-0.32705478100991736,0.12016773550493047,0.09653733052353004,0.08185581862781208,-0.01262102124787656,0.06979972100070234,0.23906574594607724
2025-11-10,1.359702674173718,1.1867654458147452,-1.0460303404904876,-0.42459916911567525,-0.9340240902052321,-0.911634025706641,0.8882992298549445,-1.103293700311635,0.7632086322147709,1.8077159486291932
2025-11-11,-0.5069401076349758,-0.47338442933854247,0.14372837452529402,0.07516874622865867,0.13502391351886678,-0.036634252855414814,-0.43641766554087036,0.34690636974993594,-0.3750874221170282,-0.9838324149695569
2025-11-12,-0.7361244041996692,-0.5348319615143657,1.0321543875246317,0.08848882083917085,0.41226568300073113,0.9541741364763026,-0.34199977748871146,0.7048006606789267,-0.293974597572621,-0.4680516145730251
2025-11-13,0.1118050576599863,0.042388155831614066,-0.0786513070969984,0.2021808697380528,-0.5074788860586561,-0.5887179999166758,0.05806545151882203,-0.344473615410161,0.04992962040136984,-0.15084526558093922
2025-11-14,-0.19584127332696238,-0.21503801328192224,0.7423154008101246,0.13110622573553596,-0.056975055622148794,-0.19241406524751575,-0.16962332298467844,0.10137053433124445,-0.1458480065423666,-0.28506365563442976
2025-11-17,0.7931854063666405,0.5473865465621038,-1.298727957522606,-1.244010265985792,-0.9539004901943399,-0.7629167190367155,-0.015114384074055742,-0.7094186717072786,-0.012997949211240221,-0.49501944635337863
2025-11-18,0.1315471503814527,-0.06477866060371515,0.32282707154794354,-0.13509012004258864,0.12935760946390426,0.3308512465414033,0.16009599554562648,-0.06464949101381753,0.13779261537492227,0.5090581221206388
